company_id,type,rule_id,text,confidence_pct
INFY,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
IOC,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
IOC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
IOC,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
IOC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
IOC,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
IOC,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
IOC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
IOC,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
IRCTC,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
IRCTC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
IRCTC,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
IRCTC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
IRCTC,pro,P12,Growing asset base funded by declining borrowings reflects self-sustaining growth.,92
IRCTC,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
IRCTC,pro,P4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,88
IRCTC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
IRCTC,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
IRCTC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
IRCTC,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
IRFC,con,C4,Return on capital employed below 10% suggests weak capital efficiency.,88
IRFC,con,C8,Debt-to-equity ratio is elevated and should be monitored.,80
IRFC,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
IRFC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
IRFC,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
IRFC,pro,P4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,88
IRFC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
IRFC,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
IRFC,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
ITC,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
ITC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
ITC,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
ITC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
ITC,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
ITC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
ITC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
JINDALSTEL,con,C2,Negative free cash flow raises concern about cash generation quality.,85
JINDALSTEL,pro,P0,Business demonstrates stable financial performance with balanced operating metrics.,65
JINDALSTEL,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
JIOFIN,con,C4,Return on capital employed below 10% suggests weak capital efficiency.,88
JIOFIN,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
JIOFIN,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
JIOFIN,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,92
JIOFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
JIOFIN,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
JSWENERGY,con,C2,Negative free cash flow raises concern about cash generation quality.,85
JSWENERGY,con,C4,Return on capital employed below 10% suggests weak capital efficiency.,88
JSWENERGY,con,C8,Debt-to-equity ratio is elevated and should be monitored.,80
JSWENERGY,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
JSWENERGY,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
JSWENERGY,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
JSWENERGY,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
JSWENERGY,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
JSWSTEEL,con,C2,Negative free cash flow raises concern about cash generation quality.,85
JSWSTEEL,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
JSWSTEEL,pro,P4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,88
KOTAKBANK,con,C4,Return on capital employed below 10% suggests weak capital efficiency.,88
KOTAKBANK,con,C8,Debt-to-equity ratio is elevated and should be monitored.,80
KOTAKBANK,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
KOTAKBANK,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
KOTAKBANK,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
KOTAKBANK,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
KOTAKBANK,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
KOTAKBANK,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
LICI,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
LICI,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LICI,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
LICI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
LICI,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
LICI,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,92
LICI,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
LICI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
LODHA,con,C2,Negative free cash flow raises concern about cash generation quality.,85
LODHA,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
LODHA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
LODHA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
LT,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
LT,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LT,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
LT,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
LTIM,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
LTIM,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
LTIM,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
LTIM,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
LTIM,pro,P4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,88
LTIM,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
LTIM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
M&M,con,C2,Negative free cash flow raises concern about cash generation quality.,85
M&M,con,C8,Debt-to-equity ratio is elevated and should be monitored.,80
M&M,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
M&M,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
M&M,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
MARUTI,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
MARUTI,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
MARUTI,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
MARUTI,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
MARUTI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
MOTHERSON,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
MOTHERSON,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
MOTHERSON,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
NAUKRI,con,C2,Negative free cash flow raises concern about cash generation quality.,85
NAUKRI,con,C4,Return on capital employed below 10% suggests weak capital efficiency.,88
NAUKRI,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
NAUKRI,pro,P4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,88
NAUKRI,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
NAUKRI,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NESTLEIND,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
NESTLEIND,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
NESTLEIND,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
NESTLEIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
NESTLEIND,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
NESTLEIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NESTLEIND,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
NHPC,con,C4,Return on capital employed below 10% suggests weak capital efficiency.,88
NHPC,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
NHPC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
NHPC,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
NHPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
NHPC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
NTPC,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
NTPC,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
NTPC,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
NTPC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
ONGC,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
ONGC,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
ONGC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
ONGC,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
ONGC,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
PFC,con,C2,Negative free cash flow raises concern about cash generation quality.,85
PFC,con,C4,Return on capital employed below 10% suggests weak capital efficiency.,88
PFC,con,C8,Debt-to-equity ratio is elevated and should be monitored.,80
PFC,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PFC,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
PFC,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
PFC,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
PIDILITIND,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
PIDILITIND,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PIDILITIND,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
PIDILITIND,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
PIDILITIND,pro,P12,Growing asset base funded by declining borrowings reflects self-sustaining growth.,92
PIDILITIND,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
PIDILITIND,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
PNB,con,C2,Negative free cash flow raises concern about cash generation quality.,85
PNB,con,C4,Return on capital employed below 10% suggests weak capital efficiency.,88
PNB,con,C8,Debt-to-equity ratio is elevated and should be monitored.,80
PNB,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
PNB,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
PNB,pro,P4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,88
POWERGRID,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
POWERGRID,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
POWERGRID,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
POWERGRID,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
POWERGRID,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
RECLTD,con,C2,Negative free cash flow raises concern about cash generation quality.,85
RECLTD,con,C8,Debt-to-equity ratio is elevated and should be monitored.,80
RECLTD,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
RECLTD,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
RECLTD,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
RECLTD,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
RECLTD,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
RELIANCE,con,C4,Return on capital employed below 10% suggests weak capital efficiency.,88
RELIANCE,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
RELIANCE,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
RELIANCE,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
SBILIFE,con,C2,Negative free cash flow raises concern about cash generation quality.,85
SBILIFE,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
SBILIFE,pro,P3,Debt-free balance sheet provides financial flexibility and eliminates interest burden.,92
SBILIFE,pro,P4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,88
SBILIFE,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SBIN,con,C4,Return on capital employed below 10% suggests weak capital efficiency.,88
SBIN,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
SBIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
SBIN,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
SBIN,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
SBIN,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
SHREECEM,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
SHREECEM,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
SHREECEM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
SHREECEM,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
SHREECEM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SHRIRAMFIN,con,C2,Negative free cash flow raises concern about cash generation quality.,85
SHRIRAMFIN,con,C8,Debt-to-equity ratio is elevated and should be monitored.,80
SHRIRAMFIN,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
SHRIRAMFIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
SHRIRAMFIN,pro,P4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,88
SHRIRAMFIN,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
SHRIRAMFIN,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
SIEMENS,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
SIEMENS,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
SIEMENS,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
SIEMENS,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
SIEMENS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SIEMENS,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
SUNPHARMA,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
SUNPHARMA,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
SUNPHARMA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
SUNPHARMA,pro,P12,Growing asset base funded by declining borrowings reflects self-sustaining growth.,92
SUNPHARMA,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
SUNPHARMA,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
SUNPHARMA,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
SUNPHARMA,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
SUNPHARMA,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TATACONSUM,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
TATACONSUM,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
TATACONSUM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
TATACONSUM,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
TATACONSUM,pro,P4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,88
TATACONSUM,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
TATACONSUM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TATAMOTORS,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
TATAMOTORS,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TATAMOTORS,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
TATAMOTORS,pro,P12,Growing asset base funded by declining borrowings reflects self-sustaining growth.,92
TATAMOTORS,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
TATAPOWER,con,C8,Debt-to-equity ratio is elevated and should be monitored.,80
TATAPOWER,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
TATAPOWER,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
TATAPOWER,pro,P4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,88
TATASTEEL,con,C3,Company reported a negative net profit margin in the latest financial year.,95
TATASTEEL,con,C4,Return on capital employed below 10% suggests weak capital efficiency.,88
TATASTEEL,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
TATASTEEL,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
TCS,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
TCS,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TCS,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
TCS,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
TCS,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
TCS,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TECHM,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
TECHM,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
TECHM,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
TECHM,pro,P7,Very high interest coverage ratio reflects negligible financial stress from debt servicing.,90
TITAN,con,C8,Debt-to-equity ratio is elevated and should be monitored.,80
TITAN,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TITAN,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
TITAN,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
TITAN,pro,P4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,88
TITAN,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
TITAN,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TORNTPHARM,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
TORNTPHARM,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TORNTPHARM,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
TORNTPHARM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
TORNTPHARM,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
TORNTPHARM,pro,P5,Operating profit margin above 25% indicates strong pricing power and cost discipline.,90
TORNTPHARM,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
TORNTPHARM,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TRENT,con,C0,Some financial metrics require continued monitoring despite overall business stability.,65
TRENT,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TRENT,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
TRENT,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
TRENT,pro,P2,Strong free cash flow generation indicates healthy business fundamentals.,90
TRENT,pro,P4,Revenue growing above 15% CAGR over 5 years reflects strong business momentum.,88
TRENT,pro,P6,Net profit compounding above 20% over 5 years creates significant shareholder value.,92
TRENT,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
TVSMOTOR,con,C1,Debt-to-equity ratio of 3.83 is elevated for a non-financial company and warrants monitoring.,90
TVSMOTOR,con,C2,Negative free cash flow raises concern about cash generation quality.,85
TVSMOTOR,con,C8,Debt-to-equity ratio is elevated and should be monitored.,80
TVSMOTOR,pro,P1,Consistently high return on equity above 20% demonstrates exceptional capital efficiency.,95
TVSMOTOR,pro,P10,Return on equity improving for three consecutive years shows strengthening business quality.,90
TVSMOTOR,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits.,86
TVSMOTOR,pro,P9,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding.,90
